DTSMIN,TS,ROC_VOLTAGE,VGAPS,ROC_VOLTAGE_I,ROC_VOLTAGE_I_CLASS,ROC_VOLTAGE_IFILL,ROC_VOLTAGE_IFILL_CLASS,ROC_VOLTAGE_IFILL_ERR,FLOW,FGAPS,FLOW_I,FLOW_I_CLASS,PRESSURE_TH,PGAPS,PRESSURE_TH_I,PRESSURE_TH_I_CLASS
2016-06-29 05:42:00,2016-06-29 05:42:00,12.72999954,60.00000000000001,12.72999954,True,12.72999954,True,,,900.0,43.57874425,False,1409.33312988,60.00000000000001,1409.33312988,True
2016-06-29 05:43:00,2016-06-29 05:43:00,12.72999954,60.00000000000001,12.72999954,True,12.72999954,True,,,900.0,43.60902964,False,1409.4375,60.00000000000001,1409.4375,True
2016-06-29 05:44:00,2016-06-29 05:44:00,12.72999954,60.00000000000001,12.72999954,True,12.72999954,True,,,900.0,43.63931503,False,1410.0637207,60.00000000000001,1410.0637207,True
2016-06-29 05:45:00,2016-06-29 05:45:00,12.72999954,60.00000000000001,12.72999954,True,12.72999954,True,,,900.0,43.66960042,False,1412.83581543,60.00000000000001,1412.83581543,True
2016-06-29 05:46:00,2016-06-29 05:46:00,12.72959042,60.00000000000001,12.72959042,True,12.72959042,True,,,900.0,43.69988581,False,1415.49182129,60.00000000000001,1415.49182129,True
2016-06-29 05:47:00,2016-06-29 05:47:00,12.72751999,60.00000000000001,12.72751999,True,12.72751999,True,,43.7301712,900.0,43.7301712,True,1415.28320313,60.00000000000001,1415.28320313,True
2016-06-29 05:48:00,2016-06-29 05:48:00,12.72628021,60.00000000000001,12.72628021,True,12.72628021,True,,,300.0,43.60622482,False,1414.23962402,60.00000000000001,1414.23962402,True
2016-06-29 05:49:00,2016-06-29 05:49:00,12.72049999,60.00000000000001,12.72049999,True,12.72049999,True,,,300.0,43.48227844,False,1412.98669434,60.00000000000001,1412.98669434,True
2016-06-29 05:50:00,2016-06-29 05:50:00,12.71842957,60.00000000000001,12.71842957,True,12.71842957,True,,,300.0,43.35833206,False,1411.24414063,60.00000000000001,1411.24414063,True
2016-06-29 05:51:00,2016-06-29 05:51:00,12.71574974,60.00000000000001,12.71574974,True,12.71574974,True,,,300.0,43.23438568,False,1409.33312988,60.00000000000001,1409.33312988,True
2016-06-29 05:52:00,2016-06-29 05:52:00,12.71337032,60.00000000000001,12.71337032,True,12.71337032,True,,43.1104393,300.0,43.1104393,True,1409.33312988,60.00000000000001,1409.33312988,True
2016-06-29 05:53:00,2016-06-29 05:53:00,12.7114296,60.00000000000001,12.7114296,True,12.7114296,True,,,240.00000000000003,43.175807000000006,False,1409.33312988,60.00000000000001,1409.33312988,True
2016-06-29 05:54:00,2016-06-29 05:54:00,12.70851994,60.00000000000001,12.70851994,True,12.70851994,True,,,240.00000000000003,43.2411747,False,1409.33312988,60.00000000000001,1409.33312988,True
2016-06-29 05:55:00,2016-06-29 05:55:00,12.70893955,60.00000000000001,12.70893955,True,12.70893955,True,,,240.00000000000003,43.3065424,False,1409.33300781,60.00000000000001,1409.33300781,True
2016-06-29 05:56:00,2016-06-29 05:56:00,12.71014023,60.00000000000001,12.71014023,True,12.71014023,True,,43.3719101,240.00000000000003,43.3719101,True,1409.2286377,60.00000000000001,1409.2286377,True
2016-06-29 05:57:00,2016-06-29 05:57:00,12.71100044,60.00000000000001,12.71100044,True,12.71100044,True,,,120.0,43.97483063,False,1409.33312988,60.00000000000001,1409.33312988,True
2016-06-29 05:58:00,2016-06-29 05:58:00,12.71100044,60.00000000000001,12.71100044,True,12.71100044,True,,44.57775116,120.0,44.57775116,True,1409.33312988,60.00000000000001,1409.33312988,True
2016-06-29 05:59:00,2016-06-29 05:59:00,12.71100044,60.00000000000001,12.71100044,True,12.71100044,True,,,300.0,44.32520523,False,1409.33312988,60.00000000000001,1409.33312988,True
2016-06-29 06:00:00,2016-06-29 06:00:00,12.70884037,60.00000000000001,12.70884037,True,12.70884037,True,,,300.0,44.0726593,False,1409.0144043,60.00000000000001,1409.0144043,True
2016-06-29 06:01:00,2016-06-29 06:01:00,12.70026016,60.00000000000001,12.70026016,True,12.70026016,True,,,300.0,43.82011337,False,1406.20153809,60.00000000000001,1406.20153809,True
2016-06-29 06:02:00,2016-06-29 06:02:00,12.70438957,60.00000000000001,12.70438957,True,12.70438957,True,,,300.0,43.56756744,False,1407.8717041,60.00000000000001,1407.8717041,True
2016-06-29 06:03:00,2016-06-29 06:03:00,12.70191956,60.00000000000001,12.70191956,True,12.70191956,True,,43.31502151,300.0,43.31502151,True,1404.53125,60.00000000000001,1404.53125,True
2016-06-29 06:04:00,2016-06-29 06:04:00,12.69902039,60.00000000000001,12.69902039,True,12.69902039,True,,42.27910995,60.00000000000001,42.27910995,True,1403.06970215,60.00000000000001,1403.06970215,True
2016-06-29 06:05:00,2016-06-29 06:05:00,12.69902039,60.00000000000001,12.69902039,True,12.69902039,True,,,360.0,42.623103455,False,1403.06970215,60.00000000000001,1403.06970215,True
2016-06-29 06:06:00,2016-06-29 06:06:00,12.69458961,60.00000000000001,12.69458961,True,12.69458961,True,,,360.0,42.96709696,False,1403.06970215,60.00000000000001,1403.06970215,True
2016-06-29 06:07:00,2016-06-29 06:07:00,12.69200039,60.00000000000001,12.69200039,True,12.69200039,True,,,360.0,43.311090465,False,1403.06970215,60.00000000000001,1403.06970215,True
2016-06-29 06:08:00,2016-06-29 06:08:00,12.69283009,60.00000000000001,12.69283009,True,12.69283009,True,,,360.0,43.65508397,False,1403.06970215,60.00000000000001,1403.06970215,True
2016-06-29 06:09:00,2016-06-29 06:09:00,12.68869019,60.00000000000001,12.68869019,True,12.68869019,True,,,360.0,43.999077475,False,1403.27856445,60.00000000000001,1403.27856445,True
2016-06-29 06:10:00,2016-06-29 06:10:00,12.68638992,60.00000000000001,12.68638992,True,12.68638992,True,,44.34307098,360.0,44.34307098,True,1404.02502441,60.00000000000001,1404.02502441,True
2016-06-29 06:11:00,2016-06-29 06:11:00,12.6857996,60.00000000000001,12.6857996,True,12.6857996,True,,,180.0,43.73693720333333,False,1403.48718262,60.00000000000001,1403.48718262,True
2016-06-29 06:12:00,2016-06-29 06:12:00,12.68249989,60.00000000000001,12.68249989,True,12.68249989,True,,,180.0,43.13080342666667,False,1402.96520996,60.00000000000001,1402.96520996,True
2016-06-29 06:13:00,2016-06-29 06:13:00,12.68249989,60.00000000000001,12.68249989,True,12.68249989,True,,42.52466965,180.0,42.52466965,True,1399.51953125,60.00000000000001,1399.51953125,True
2016-06-29 06:14:00,2016-06-29 06:14:00,12.68002033,60.00000000000001,12.68002033,True,12.68002033,True,,,180.0,42.84185918333333,False,1397.43139648,60.00000000000001,1397.43139648,True
2016-06-29 06:15:00,2016-06-29 06:15:00,12.67753983,60.00000000000001,12.67753983,True,12.67753983,True,,,180.0,43.15904871666667,False,1401.15869141,60.00000000000001,1401.15869141,True
2016-06-29 06:16:00,2016-06-29 06:16:00,12.67387009,60.00000000000001,12.67387009,True,12.67387009,True,,43.47623825,180.0,43.47623825,True,1402.13000488,60.00000000000001,1402.13000488,True
2016-06-29 06:17:00,2016-06-29 06:17:00,12.67300034,60.00000000000001,12.67300034,True,12.67300034,True,,,420.0,43.60852159714286,False,1403.06970215,60.00000000000001,1403.06970215,True
2016-06-29 06:18:00,2016-06-29 06:18:00,12.67341995,60.00000000000001,12.67341995,True,12.67341995,True,,,420.0,43.74080494428571,False,1402.75646973,60.00000000000001,1402.75646973,True
2016-06-29 06:19:00,2016-06-29 06:19:00,12.67300034,60.00000000000001,12.67300034,True,12.67300034,True,,,420.0,43.87308829142857,False,1403.27844238,60.00000000000001,1403.27844238,True
2016-06-29 06:20:00,2016-06-29 06:20:00,12.66886997,60.00000000000001,12.66886997,True,12.66886997,True,,,420.0,44.00537163857143,False,1403.69604492,60.00000000000001,1403.69604492,True
2016-06-29 06:21:00,2016-06-29 06:21:00,12.67010975,60.00000000000001,12.67010975,True,12.67010975,True,,,420.0,44.137654985714285,False,1403.3828125,60.00000000000001,1403.3828125,True
2016-06-29 06:22:00,2016-06-29 06:22:00,12.67134953,60.00000000000001,12.67134953,True,12.67134953,True,,,420.0,44.26993833285714,False,1405.88830566,60.00000000000001,1405.88830566,True
2016-06-29 06:23:00,2016-06-29 06:23:00,12.67053032,60.00000000000001,12.67053032,True,12.67053032,True,,44.40222168,420.0,44.40222168,True,1407.76721191,60.00000000000001,1407.76721191,True
2016-06-29 06:24:00,2016-06-29 06:24:00,12.66514969,60.00000000000001,12.66514969,True,12.66514969,True,,,180.0,44.34341049333333,False,1408.60217285,60.00000000000001,1408.60217285,True
2016-06-29 06:25:00,2016-06-29 06:25:00,12.66349983,60.00000000000001,12.66349983,True,12.66349983,True,,,180.0,44.28459930666666,False,1406.7232666,60.00000000000001,1406.7232666,True
2016-06-29 06:26:00,2016-06-29 06:26:00,12.66102028,60.00000000000001,12.66102028,True,12.66102028,True,,44.22578812,180.0,44.22578812,True,1404.42663574,60.00000000000001,1404.42663574,True
2016-06-29 06:27:00,2016-06-29 06:27:00,12.65606976,60.00000000000001,12.65606976,True,12.65606976,True,,,120.0,43.692409515,False,1402.33862305,60.00000000000001,1402.33862305,True
2016-06-29 06:28:00,2016-06-29 06:28:00,12.65616035,60.00000000000001,12.65616035,True,12.65616035,True,,43.15903091,120.0,43.15903091,True,1401.50354004,60.00000000000001,1401.50354004,True
2016-06-29 06:29:00,2016-06-29 06:29:00,12.65400028,60.00000000000001,12.65400028,True,12.65400028,True,,43.02074051,60.00000000000001,43.02074051,True,1401.19018555,60.00000000000001,1401.19018555,True
2016-06-29 06:30:00,2016-06-29 06:30:00,12.65400028,60.00000000000001,12.65400028,True,12.65400028,True,,42.05094147,60.00000000000001,42.05094147,True,1397.11804199,60.00000000000001,1397.11804199,True
2016-06-29 06:31:00,2016-06-29 06:31:00,12.6440897,60.00000000000001,12.6440897,True,12.6440897,True,,42.79581833,60.00000000000001,42.79581833,True,1398.68432617,60.00000000000001,1398.68432617,True
2016-06-29 06:32:00,2016-06-29 06:32:00,12.65400028,60.00000000000001,12.65400028,True,12.65400028,True,,43.87842941,60.00000000000001,43.87842941,True,1402.54760742,60.00000000000001,1402.54760742,True
2016-06-29 06:33:00,2016-06-29 06:33:00,12.65275955,60.00000000000001,12.65275955,True,12.65275955,True,,44.43769073,60.00000000000001,44.43769073,True,1402.86083984,60.00000000000001,1402.86083984,True
2016-06-29 06:34:00,2016-06-29 06:34:00,12.64739037,60.00000000000001,12.64739037,True,12.64739037,True,,44.56092072,60.00000000000001,44.56092072,True,1402.96520996,60.00000000000001,1402.96520996,True
2016-06-29 06:35:00,2016-06-29 06:35:00,12.64078045,60.00000000000001,12.64078045,True,12.64078045,True,,44.30430984,60.00000000000001,44.30430984,True,1402.75634766,60.00000000000001,1402.75634766,True
2016-06-29 06:36:00,2016-06-29 06:36:00,12.63665009,60.00000000000001,12.63665009,True,12.63665009,True,,43.95008087,60.00000000000001,43.95008087,True,1400.14599609,60.00000000000001,1400.14599609,True
2016-06-29 06:37:00,2016-06-29 06:37:00,12.63582993,60.00000000000001,12.63582993,True,12.63582993,True,,43.27236176,60.00000000000001,43.27236176,True,1397.11804199,60.00000000000001,1397.11804199,True
2016-06-29 06:38:00,2016-06-29 06:38:00,12.63500023,60.00000000000001,12.63500023,True,12.63500023,True,,42.42047119,60.00000000000001,42.42047119,True,1396.80493164,60.00000000000001,1396.80493164,True
2016-06-29 06:39:00,2016-06-29 06:39:00,12.63416958,60.00000000000001,12.63416958,True,12.63416958,True,,41.58311081,60.00000000000001,41.58311081,True,1395.9699707,60.00000000000001,1395.9699707,True
2016-06-29 06:40:00,2016-06-29 06:40:00,12.63127995,60.00000000000001,12.63127995,True,12.63127995,True,,42.23603821,60.00000000000001,42.23603821,True,1396.80493164,60.00000000000001,1396.80493164,True
2016-06-29 06:41:00,2016-06-29 06:41:00,12.62384987,60.00000000000001,12.62384987,True,12.62384987,True,,43.37810898,60.00000000000001,43.37810898,True,1396.90942383,60.00000000000001,1396.90942383,True
2016-06-29 06:42:00,2016-06-29 06:42:00,12.61351967,60.00000000000001,12.61351967,True,12.61351967,True,,43.44710159,60.00000000000001,43.44710159,True,1396.90930176,60.00000000000001,1396.90930176,True
2016-06-29 06:43:00,2016-06-29 06:43:00,12.61310959,60.00000000000001,12.61310959,True,12.61310959,True,,43.27210999,60.00000000000001,43.27210999,True,1396.90942383,60.00000000000001,1396.90942383,True
2016-06-29 06:44:00,2016-06-29 06:44:00,12.60733032,60.00000000000001,12.60733032,True,12.60733032,True,,43.13301086,60.00000000000001,43.13301086,True,1396.80493164,60.00000000000001,1396.80493164,True
2016-06-29 06:45:00,2016-06-29 06:45:00,12.60649967,60.00000000000001,12.60649967,True,12.60649967,True,,43.12340927,60.00000000000001,43.12340927,True,1396.80493164,60.00000000000001,1396.80493164,True
2016-06-29 06:46:00,2016-06-29 06:46:00,12.60649967,60.00000000000001,12.60649967,True,12.60649967,True,,42.47912979,60.00000000000001,42.47912979,True,1396.70056152,60.00000000000001,1396.70056152,True
2016-06-29 06:47:00,2016-06-29 06:47:00,12.60402012,60.00000000000001,12.60402012,True,12.60402012,True,,42.58404922,60.00000000000001,42.58404922,True,1396.59606934,60.00000000000001,1396.59606934,True
2016-06-29 06:48:00,2016-06-29 06:48:00,12.60568047,60.00000000000001,12.60568047,True,12.60568047,True,,43.50648117,60.00000000000001,43.50648117,True,1396.90942383,60.00000000000001,1396.90942383,True
2016-06-29 06:49:00,2016-06-29 06:49:00,12.60564041,60.00000000000001,12.60564041,True,12.60564041,True,,43.7321701,60.00000000000001,43.7321701,True,1397.01379395,60.00000000000001,1397.01379395,True
2016-06-29 06:50:00,2016-06-29 06:50:00,12.60649967,60.00000000000001,12.60649967,True,12.60649967,True,,45.04534912,60.00000000000001,45.04534912,True,1400.14624023,60.00000000000001,1400.14624023,True
2016-06-29 06:51:00,2016-06-29 06:51:00,12.60568047,60.00000000000001,12.60568047,True,12.60568047,True,,45.15404892,60.00000000000001,45.15404892,True,1399.20629883,60.00000000000001,1399.20629883,True
2016-06-29 06:52:00,2016-06-29 06:52:00,12.59988976,60.00000000000001,12.59988976,True,12.59988976,True,,44.99858856,60.00000000000001,44.99858856,True,1397.84887695,60.00000000000001,1397.84887695,True
2016-06-29 06:53:00,2016-06-29 06:53:00,12.59535027,60.00000000000001,12.59535027,True,12.59535027,True,,44.45808029,60.00000000000001,44.45808029,True,1396.90942383,60.00000000000001,1396.90942383,True
2016-06-29 06:54:00,2016-06-29 06:54:00,12.59484005,60.00000000000001,12.59484005,True,12.59484005,True,,43.56695175,60.00000000000001,43.56695175,True,1396.28283691,60.00000000000001,1396.28283691,True
2016-06-29 06:55:00,2016-06-29 06:55:00,12.59451962,60.00000000000001,12.59451962,True,12.59451962,True,,42.88933182,60.00000000000001,42.88933182,True,1394.61315918,60.00000000000001,1394.61315918,True
2016-06-29 06:56:00,2016-06-29 06:56:00,12.58955956,60.00000000000001,12.58955956,True,12.58955956,True,,43.13486099,60.00000000000001,43.13486099,True,1395.96948242,60.00000000000001,1395.96948242,True
2016-06-29 06:57:00,2016-06-29 06:57:00,12.58831978,60.00000000000001,12.58831978,True,12.58831978,True,,42.47523117,60.00000000000001,42.47523117,True,1392.00317383,60.00000000000001,1392.00317383,True
2016-06-29 06:58:00,2016-06-29 06:58:00,12.58666992,60.00000000000001,12.58666992,True,12.58666992,True,,43.34067154,60.00000000000001,43.34067154,True,1395.13464355,60.00000000000001,1395.13464355,True
2016-06-29 06:59:00,2016-06-29 06:59:00,12.58296013,60.00000000000001,12.58296013,True,12.58296013,True,,44.22824097,60.00000000000001,44.22824097,True,1396.80493164,60.00000000000001,1396.80493164,True
2016-06-29 07:00:00,2016-06-29 07:00:00,12.57882977,60.00000000000001,12.57882977,True,12.57882977,True,,43.84255981,60.00000000000001,43.84255981,True,1396.70056152,60.00000000000001,1396.70056152,True
2016-06-29 07:01:00,2016-06-29 07:01:00,12.56418037,60.00000000000001,12.56418037,True,12.56418037,True,,43.73588181,60.00000000000001,43.73588181,True,1396.80493164,60.00000000000001,1396.80493164,True
2016-06-29 07:02:00,2016-06-29 07:02:00,12.57304001,60.00000000000001,12.57304001,True,12.57304001,True,,42.98609924,60.00000000000001,42.98609924,True,1395.65637207,60.00000000000001,1395.65637207,True
2016-06-29 07:03:00,2016-06-29 07:03:00,12.56766987,60.00000000000001,12.56766987,True,12.56766987,True,,43.39836884,60.00000000000001,43.39836884,True,1396.1784668,60.00000000000001,1396.1784668,True
2016-06-29 07:04:00,2016-06-29 07:04:00,12.5667696,60.00000000000001,12.5667696,True,12.5667696,True,,43.20080948,60.00000000000001,43.20080948,True,1396.1784668,60.00000000000001,1396.1784668,True
2016-06-29 07:05:00,2016-06-29 07:05:00,12.56147957,60.00000000000001,12.56147957,True,12.56147957,True,,42.38335037,60.00000000000001,42.38335037,True,1394.29943848,60.00000000000001,1394.29943848,True
2016-06-29 07:06:00,2016-06-29 07:06:00,12.55900002,60.00000000000001,12.55900002,True,12.55900002,True,,42.38304901,60.00000000000001,42.38304901,True,1395.65649414,60.00000000000001,1395.65649414,True
2016-06-29 07:07:00,2016-06-29 07:07:00,12.55527973,60.00000000000001,12.55527973,True,12.55527973,True,,43.11436081,60.00000000000001,43.11436081,True,1399.93762207,60.00000000000001,1399.93762207,True
2016-06-29 07:08:00,2016-06-29 07:08:00,12.55486965,60.00000000000001,12.55486965,True,12.55486965,True,,44.39886856,60.00000000000001,44.39886856,True,1405.57507324,60.00000000000001,1405.57507324,True
2016-06-29 07:09:00,2016-06-29 07:09:00,12.55033016,60.00000000000001,12.55033016,True,12.55033016,True,,44.42956924,60.00000000000001,44.42956924,True,1409.2286377,60.00000000000001,1409.2286377,True
2016-06-29 07:10:00,2016-06-29 07:10:00,12.54950047,60.00000000000001,12.54950047,True,12.54950047,True,,44.22159958,60.00000000000001,44.22159958,True,1409.33312988,60.00000000000001,1409.33312988,True
2016-06-29 07:11:00,2016-06-29 07:11:00,12.5453701,60.00000000000001,12.5453701,True,12.5453701,True,,44.25207901,60.00000000000001,44.25207901,True,1409.33312988,60.00000000000001,1409.33312988,True
2016-06-29 07:12:00,2016-06-29 07:12:00,12.54082012,60.00000000000001,12.54082012,True,12.54082012,True,,44.23999023,60.00000000000001,44.23999023,True,1409.33312988,60.00000000000001,1409.33312988,True
2016-06-29 07:13:00,2016-06-29 07:13:00,12.53999996,60.00000000000001,12.53999996,True,12.53999996,True,,43.86277008,60.00000000000001,43.86277008,True,1407.24523926,60.00000000000001,1407.24523926,True
2016-06-29 07:14:00,2016-06-29 07:14:00,12.53627968,60.00000000000001,12.53627968,True,12.53627968,True,,43.09257126,60.00000000000001,43.09257126,True,1404.42663574,60.00000000000001,1404.42663574,True
2016-06-29 07:15:00,2016-06-29 07:15:00,12.53090954,60.00000000000001,12.53090954,True,12.53090954,True,,42.64854813,60.00000000000001,42.64854813,True,1402.65197754,60.00000000000001,1402.65197754,True
2016-06-29 07:16:00,2016-06-29 07:16:00,12.52801991,60.00000000000001,12.52801991,True,12.52801991,True,,43.56855011,60.00000000000001,43.56855011,True,1403.17407227,60.00000000000001,1403.17407227,True
2016-06-29 07:17:00,2016-06-29 07:17:00,12.52182961,60.00000000000001,12.52182961,True,12.52182961,True,,43.29364014,60.00000000000001,43.29364014,True,1401.39892578,60.00000000000001,1401.39892578,True
2016-06-29 07:18:00,2016-06-29 07:18:00,12.52099991,60.00000000000001,12.52099991,True,12.52099991,True,,43.99483109,60.00000000000001,43.99483109,True,1402.75646973,60.00000000000001,1402.75646973,True
2016-06-29 07:19:00,2016-06-29 07:19:00,12.52017021,60.00000000000001,12.52017021,True,12.52017021,True,,44.38948059,60.00000000000001,44.38948059,True,1402.86083984,60.00000000000001,1402.86083984,True
2016-06-29 07:20:00,2016-06-29 07:20:00,12.51727962,60.00000000000001,12.51727962,True,12.51727962,True,,44.08156967,60.00000000000001,44.08156967,True,1400.14575195,60.00000000000001,1400.14575195,True
2016-06-29 07:21:00,2016-06-29 07:21:00,12.50364971,60.00000000000001,12.50364971,True,12.50364971,True,,43.68175125,60.00000000000001,43.68175125,True,1399.41516113,60.00000000000001,1399.41516113,True
2016-06-29 07:22:00,2016-06-29 07:22:00,12.47762966,60.00000000000001,12.47762966,True,12.47762966,True,,43.68257904,60.00000000000001,43.68257904,True,1397.95324707,60.00000000000001,1397.95324707,True
2016-06-29 07:23:00,2016-06-29 07:23:00,12.4648304,60.00000000000001,12.4648304,True,12.4648304,True,,43.23715973,60.00000000000001,43.23715973,True,1397.11804199,60.00000000000001,1397.11804199,True
2016-06-29 07:24:00,2016-06-29 07:24:00,12.4545002,60.00000000000001,12.4545002,True,12.4545002,True,,43.932621,60.00000000000001,43.932621,True,1397.22265625,60.00000000000001,1397.22265625,True
2016-06-29 07:25:00,2016-06-29 07:25:00,12.4545002,60.00000000000001,12.4545002,True,12.4545002,True,,44.24525833,60.00000000000001,44.24525833,True,1397.84887695,60.00000000000001,1397.84887695,True
2016-06-29 07:26:00,2016-06-29 07:26:00,12.4545002,60.00000000000001,12.4545002,True,12.4545002,True,,43.8837204,60.00000000000001,43.8837204,True,1397.22253418,60.00000000000001,1397.22253418,True
2016-06-29 07:27:00,2016-06-29 07:27:00,12.4545002,60.00000000000001,12.4545002,True,12.4545002,True,,44.37654114,60.00000000000001,44.37654114,True,1397.74450684,60.00000000000001,1397.74450684,True
2016-06-29 07:28:00,2016-06-29 07:28:00,12.4545002,60.00000000000001,12.4545002,True,12.4545002,True,,43.49676895,60.00000000000001,43.49676895,True,1397.01367188,60.00000000000001,1397.01367188,True
2016-06-29 07:29:00,2016-06-29 07:29:00,12.4545002,60.00000000000001,12.4545002,True,12.4545002,True,,43.30986023,60.00000000000001,43.30986023,True,1397.3269043,60.00000000000001,1397.3269043,True
2016-06-29 07:30:00,2016-06-29 07:30:00,,120.0,12.451694965,False,12.451694965,True,,43.58572006,60.00000000000001,43.58572006,True,1397.5357666,60.00000000000001,1397.5357666,True
2016-06-29 07:31:00,2016-06-29 07:31:00,12.44888973,120.0,12.44888973,True,12.44888973,True,,,600.0,43.572052,False,1397.3269043,60.00000000000001,1397.3269043,True
2016-06-29 07:32:00,2016-06-29 07:32:00,12.4545002,60.00000000000001,12.4545002,True,12.4545002,True,,,600.0,43.55838394,False,1396.90930176,60.00000000000001,1396.90930176,True
2016-06-29 07:33:00,2016-06-29 07:33:00,12.4545002,60.00000000000001,12.4545002,True,12.4545002,True,,,600.0,43.54471588,False,1396.80493164,60.00000000000001,1396.80493164,True
2016-06-29 07:34:00,2016-06-29 07:34:00,12.4545002,60.00000000000001,12.4545002,True,12.4545002,True,,,600.0,43.53104782,False,1396.80493164,60.00000000000001,1396.80493164,True
2016-06-29 07:35:00,2016-06-29 07:35:00,12.45366955,60.00000000000001,12.45366955,True,12.45366955,True,,,600.0,43.51737976,False,1399.41552734,60.00000000000001,1399.41552734,True
2016-06-29 07:36:00,2016-06-29 07:36:00,12.4545002,60.00000000000001,12.4545002,True,12.4545002,True,,,600.0,43.5037117,False,1403.9050293,60.00000000000001,1403.9050293,True
2016-06-29 07:37:00,2016-06-29 07:37:00,12.4545002,60.00000000000001,12.4545002,True,12.4545002,True,,,600.0,43.49004364,False,1409.2286377,60.00000000000001,1409.2286377,True
2016-06-29 07:38:00,2016-06-29 07:38:00,12.4545002,60.00000000000001,12.4545002,True,12.4545002,True,,,600.0,43.47637558,False,1409.33312988,60.00000000000001,1409.33312988,True
2016-06-29 07:39:00,2016-06-29 07:39:00,12.45077991,60.00000000000001,12.45077991,True,12.45077991,True,,,600.0,43.46270752,False,1409.4375,60.00000000000001,1409.4375,True
2016-06-29 07:40:00,2016-06-29 07:40:00,12.44624043,60.00000000000001,12.44624043,True,12.44624043,True,,43.44903946,600.0,43.44903946,True,1409.33312988,60.00000000000001,1409.33312988,True
2016-06-29 07:41:00,2016-06-29 07:41:00,12.44334984,60.00000000000001,12.44334984,True,12.44334984,True,,,900.0,43.49797337933334,False,1409.33312988,60.00000000000001,1409.33312988,True
2016-06-29 07:42:00,2016-06-29 07:42:00,12.43896008,60.00000000000001,12.43896008,True,12.43896008,True,,,900.0,43.54690729866667,False,1409.33312988,60.00000000000001,1409.33312988,True
2016-06-29 07:43:00,2016-06-29 07:43:00,12.4363203,60.00000000000001,12.4363203,True,12.4363203,True,,,900.0,43.595841218,False,1409.33312988,60.00000000000001,1409.33312988,True
2016-06-29 07:44:00,2016-06-29 07:44:00,12.43467045,60.00000000000001,12.43467045,True,12.43467045,True,,,900.0,43.64477513733333,False,1409.33312988,60.00000000000001,1409.33312988,True
2016-06-29 07:45:00,2016-06-29 07:45:00,12.42889023,60.00000000000001,12.42889023,True,12.42889023,True,,,900.0,43.69370905666667,False,1408.81115723,60.00000000000001,1408.81115723,True
2016-06-29 07:46:00,2016-06-29 07:46:00,12.42765045,60.00000000000001,12.42765045,True,12.42765045,True,,,900.0,43.742642976,False,1407.87158203,60.00000000000001,1407.87158203,True
2016-06-29 07:47:00,2016-06-29 07:47:00,12.42558002,60.00000000000001,12.42558002,True,12.42558002,True,,,900.0,43.791576895333336,False,1405.47070313,60.00000000000001,1405.47070313,True
