GROUP_ID,WELL_CD,ROC_VOLTAGE,FLOW,PRESSURE_TH,TSTART
0,ACRUS1,1445-EB-0005.RM_PV,1445-F-0005.RM_PV,1445-P_TH-0005.RM_PV,29/06/2016 5:31
